136.8939166667	232.3566320126	0.0000671296	290.0404166667	0.1751767477	-3.8756467675	94486.7083333333	0.0046972744	
84.8454583333	235.9199421437	0.0000000000	286.8295833333	-0.3141766531	-0.9481897141	93881.5000000000	0.0047942018	
239.7514166667	229.4453253623	0.0000000000	287.0573750000	1.0443963486	-6.0972402278	94146.3333333333	0.0052379367	
197.8197083333	222.1216150081	0.0000000000	288.7798333333	-0.3775310038	4.7384982490	94404.2083333333	0.0055887543	
143.8858333333	225.6096580694	0.0000185185	289.3137500000	0.4608913634	0.0347489996	94625.9583333333	0.0055325128	
63.7816666667	230.6658046699	0.0000370370	286.1345833333	2.2243101041	-0.6018837927	95123.9166666667	0.0055286669	
42.8787916667	227.7112553277	0.0001111111	284.6533333333	2.9916271120	0.6615983308	94895.1666666667	0.0048196387	
34.1638750000	227.6643917941	0.0000000000	285.7045833333	1.4724698196	1.0173902498	94454.1250000000	0.0053078838	
149.4716666667	240.6667764044	0.0000000000	286.0958333333	-1.6506066544	-1.3707626244	94691.2083333333	0.0058731571	
222.3191666667	230.0996265149	0.0000000000	286.5641250000	-2.0402973202	-1.8712282890	95058.1250000000	0.0047048668	
217.7671666667	240.2932047811	0.0000000000	287.6031666667	-1.9726141543	0.1722538049	95194.7916666667	0.0046932822	
211.5779166667	225.9305406319	0.0000000000	287.9670833333	1.6254173351	-0.9452828015	94805.1250000000	0.0049450074	
206.6043333333	220.1560970931	0.0000000000	287.3667500000	-0.8981185493	0.9908236262	94906.5000000000	0.0046061301	
161.9048333333	234.8067081740	0.0000000000	285.5534583333	2.9838040154	-2.5967440091	94234.9166666667	0.0043645334	
203.1572083333	230.5070951987	0.0000000000	284.4435833333	-2.7863422818	-1.4754639407	95094.2916666667	0.0045535930	
196.6763333333	241.4053887790	0.0000000000	288.9712500000	0.7875684986	-0.7604878424	94287.1666666667	0.0050357015	
164.2518750000	235.3673243430	0.0000000000	292.0391666667	-1.3301678225	2.8343579591	93798.6666666667	0.0049447018	
159.9242916667	230.4565187174	0.0000000000	289.9595833333	2.7529262550	-2.3123092535	93670.7500000000	0.0045574046	
174.0067500000	250.5523733348	0.0000000000	285.9128333333	1.6908912369	-3.3001402223	94246.7500000000	0.0045960862	
172.1249583333	231.8563604845	0.0000000000	288.1180833333	-3.1186527465	-2.8697905733	93227.0000000000	0.0045710804	
92.0384166667	231.8349212423	0.0000046296	281.6858750000	0.9993213262	-8.5272004600	93605.2500000000	0.0049259320	
113.4867083333	246.7794952782	0.0000277778	279.9239166667	2.8498349837	-6.5567764784	94793.5000000000	0.0040945384	
78.9743750000	238.9084086646	0.0000000000	276.3467083333	1.3077269841	-2.3947103000	95281.1666666667	0.0042598166	
154.1980833333	239.0689458809	0.0000046296	277.5397083333	-1.3159268780	-2.6062170937	95401.7083333333	0.0042856622	
166.0897916667	235.1244121070	0.0000000000	278.2377083333	2.3798292479	-3.0639619674	95151.2083333333	0.0047548472	
168.5250000000	244.3229652036	0.0000000000	275.8159166667	0.9409127136	-4.0821443682	95074.9166666667	0.0047417009	
167.3655833333	239.4987099182	0.0000000000	274.8773333333	0.7812525822	-1.3297229848	94779.7916666667	0.0043717902	
175.3585833333	234.6334365815	0.0000000000	271.9960833333	0.9561505627	0.1769147812	95323.7083333333	0.0041331590	
154.4090000000	245.5665676899	0.0000277778	280.4302916667	-5.7885618392	0.9004150356	94385.6666666667	0.0038678557	
70.0205000000	245.0878136002	0.0003750000	282.9356666667	1.7773794029	1.3567424528	93395.8750000000	0.0037560613	
